"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0784313725487","18.6486486486489","12.1298405466969","3.96140172676478","7.96287174444331","5.88235395341866","7.30769324531406","8.20390129312089","2.54714368704694","1.18578851134656","7.04687499241221","1.99198444906199","1.2380418420716","7.62292063918883","4.18200264137074","-0.944954680852376","1.11050500975789","7.29372893965754","-0.383139603849997","1.12741212792535","3.08954390149292","1.83575567874084","-11.6777420291428","-2.73345570739019","3.36923812209224","-1.04080013542467","6.43148182354385","-1.58657464362111","-0.623625632862655","1.7196241156332","7.04853325902029","2.38173012558298","-2.30283684401374","-23.982580345495","27.6393569688502","10.45831735343","",
"Africa Eastern and Southern","AFE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","0.254875994717835","7.96582664848981","5.14820559789459","4.57931687809815","5.34621113726632","3.93591455661377","5.26054659123587","4.01071054713078","5.27990657349038","4.68321373902218","5.40075675404185","2.16486883199155","4.43965781814117","5.89299726157762","1.74777254478056","2.85806107195157","1.25390806294816","1.07039762263217","2.80723220877678","5.39754540524677","4.28226259013876","0.518015783037058","0.181476503094771","3.02764150000164","-0.419301301289195","2.28980929769165","4.23778618940366","4.01901210120188","2.89694365433395","-0.027216081036741","0.139527425042374","-2.0007759908638","-0.420215527767695","1.98276538505395","4.35377062654496","5.46232135734843","4.4434469392328","1.85261793104512","2.65355374607267","3.34857351980611","3.63655319337863","3.92883572691505","3.1061387427802","5.5256309031851","6.13157864002733","6.57581607985982","6.59862527115112","4.32909232451118","0.660371253952732","5.15723664348518","3.70185291381635","0.881674422102805","4.21660749893142","4.00757694853084","2.96506232728126","2.21901460787033","2.57194147972019","2.49135469614066","2.04061696561413","-2.79903807509672","4.3004408275946","3.43513777026112","",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8322778126357","1.41411798058977","11.2297148236429","5.35740325126363","13.8263195479762","3.92498382161577","21.3905283931067","14.3624414692682","0.426354784529352","12.7522870887165","5.60074465808174","2.72454336394887","1.45131466009762","2.26031420130457","2.6470032019574","1.18922812838036","3.91160341942292","-2.3511006734461","-20.7388393676343","","",
"Africa Western and Central","AFW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","1.85772680600107","3.77294263433399","7.27724630849447","5.41294974376083","4.08474929980846","-1.77635457478429","-9.54954965801859","1.45891229749347","15.5365890596782","17.9091769082215","10.8026968150219","3.16052251708126","4.22253470051848","10.2423660348696","-2.17740133406483","8.55239601500494","4.74191834487756","-2.18924975381343","5.21265567845066","2.04792553675142","-6.97114835063157","-3.37538339697579","-6.56107357235025","0.564067587221359","5.55428428255462","1.40471235603077","1.45712446577713","4.86802960467693","2.27595351889786","6.57621519918207","1.10977564695514","2.68993893285487","-1.20611612577895","-0.271454261914428","1.93159761472698","4.63976374526365","4.25815079738176","3.48174109787645","1.42022400362163","3.73144880217376","5.20351821281744","9.91828089201346","5.53557455976186","7.9965537471716","5.82494133672404","5.37456425526015","5.52431401978295","6.27959172833188","6.28412075163303","6.96928259860816","4.84881383868137","5.13646859504537","6.10701277286437","5.92626557116256","2.81354341178157","0.142091829327867","2.28626953562923","2.83882880242301","3.20091866684984","-0.938161714877765","3.97631746525985","3.76635389250266","",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-4.40000121865044","0","4.20000142853745","6.00000216509061","3.49999949008624","2.90000174246859","4.08274863510718","6.12889047765088","0.0416214618374653","-3.45009868500253","0.991359302044742","-5.83828073313141","-23.9834174420578","1.33936343647991","15.0000000288634","13.5443697551026","7.27427735460373","4.69114645093552","2.18148971840458","3.05462423430785","4.2059985561951","13.6656887608562","2.99000000000001","10.9500000059465","15.0299999905513","11.549999997879","14.0100000086059","11.1699999942146","0.860000002152788","4.39837593810763","3.47205314798103","8.54210707584141","4.95461303112738","4.82255926962156","0.943571561325001","-2.5801112218828","-0.147149825449205","-1.31636168896895","-0.702272957616017","-5.63821471714934","1.19921052145153","3.04540300954928","",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.74563529228122","2.94859680118948","1.10493826195044","-1.25159664405811","1.78064395924903","5.63724317852112","-0.787842654927246","-1.42003965566391","9.83654897187228","-9.57564016993415","-28.0021416559099","-7.18711091500037","9.5594116849315","8.30286659699671","13.322333321684","9.09999943646361","-10.9199840781391","8.82942375839806","12.8908036407763","6.94621659244254","8.29331263121023","4.53652416035675","5.52863746491788","5.51466791097914","5.52642424695465","5.90265903591924","5.98325951855567","7.50004143020151","3.35428934987461","3.70693815255319","2.54540614450104","1.4172427999078","1.00201754071108","1.77444885260394","2.21872637517804","3.31498068384137","3.80259872019053","4.01934561695576","2.08771199649604","-3.30208203862541","8.90852781831182","4.85640165227306","",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946536113831","8.14974348780973","7.78846720332223","5.6187897289272","0.54220565931233","3.30378704601691","2.83857556823506","1.46300017891366","0.0415571952087532","2.20872761127492","-0.132474510851083","1.24646111073419","1.77011831683124","1.78468668995906","2.32143303367481","3.2533217762911","5.54712217080133","5.0943262031371","4.82703425038704","3.78138758571333","2.54600352375863","0.929214040125956","-1.03148438999895","2.3831822482118","2.75750161326249","4.64973866754707","9.06767205144135","3.19479339289236","4.0990789217793","3.52836236122388","8.11935772169949","4.54636221364653","8.69420371612468","8.13567633837351","5.39779598500422","4.80868869916921","1.55318814103222","-5.55918636850581","-5.30284654348291","-1.97495799965345","-0.00806975341139093","-4.97444371853503","-3.54759651549344","2.50446552114518","1.43414039522716","3.70967806978986","0.346071889630295","1.58876549046354","2.01554763848308","-11.1839399355384","8.28719978108489","8.80957934841771","",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","15.7411002517158","8.17342991592697","-0.598208875355184","11.0418364279847","9.1244684738851","3.38129031787251","-8.2738736506933","-6.19946103512308","1.34336599684659","-2.02306809780289","4.36747125720788","-0.0652819556173654","5.77345510370404","2.24002921573651","12.0855071441102","2.42662821982829","5.1418881506812","3.13060215119636","3.33545435623166","3.0258629108318","4.74173954673856","4.73550682650996","5.10104265257674","1.85965177177742","6.58767124368549","1.74311639765357","0.722964559983225","4.91532644310206","8.83392395299749","5.50193090460573","6.12166184426034","4.55100490372512","5.53604526600458","0.360015564335868","4.7137327108492","3.43211541254449","4.72994497808052","2.61880954642706","2.4332444228332","3.44381323488167","3.68609102826996","1.23944744810933","2.43822540850971","1.35977646282264","-5.04828507942399","3.73264556612307","6.03383341747121","",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","16.5268565060144","21.4393301701994","-1.58960331991626","20.9235730770155","23.8747749104978","4.65917667406508","-6.71931618570775","-4.74582069996585","4.01695127959405","-3.59447651736832","-14.9581365645327","3.38198170900863","-2.61890770383259","12.3378912822599","18.3279855336406","0.860081945778177","3.34494486184116","1.26119095149737","6.89614855052656","6.68788646362944","5.79840406132152","8.1903986407705","0.291994348685435","2.902213644646","10.8527042125985","1.39908503032635","2.43345681036158","8.80054081486436","9.56643663716162","4.85514119630901","9.83731977348512","3.18439017367184","3.19183627610396","-5.24292190667536","1.60285004831225","6.21612181337187","1.82448078870188","5.05555965425988","4.16569184256178","6.78677287945216","5.56149075496799","0.735068713165646","1.31391388141118","1.10834813893099","-4.95705243652739","4.35475529921305","7.85041812492967","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287621933","-0.852021521903339","-5.30819682539126","10.1302976615431","10.5694333376394","-0.659726170629824","3.19199662339177","4.82250077932424","9.67952601078326","3.04564331917115","5.65813108184925","1.62841651825939","2.81175403849035","5.5338043957736","-0.0284121037110907","-2.01825151683394","6.93414775653342","-4.50612480201359","10.2227634638681","1.51878394990179","-5.18978914135593","-0.735659159103619","4.34909327926756","1.57073870182023","-5.18902435343904","6.15337706275693","2.70486882770558","-1.08993334133791","-7.15694965597953","-2.46721377810472","9.13311056738961","7.93729155643076","8.20697907221228","5.83620070368526","-2.84520961057079","5.52668982715234","8.1110467707457","3.85017885156228","-3.38545704063269","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068152","8.85165992013437","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.0264204544321","2.40532378079436","-2.51261532081394","2.73115982828944","-2.08032784377811","2.81850297775918","-2.61739646282038","-2.00086100285785","-9.9004848136464","10.7180099337095","4.95636996008236","",
